title,price,location,surface,rooms,baths,link,location_clean,city,district,price_capped
Appartement à vendre 80 m² à Kénitra,550000,"Appartements dans Kénitra, Seyad",80,2,2,https://www.avito.ma/fr/seyad/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_K%C3%A9nitra_57737998.htm,"Kénitra, Seyad",kénitra,seyad,550000
Appartement à vendre 70 m² - Hay Chrifa,900000,"Appartements dans Casablanca, Hay Chrifa",70,2,1,https://www.avito.ma/fr/hay_chrifa/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2___Hay_Chrifa_57736287.htm,"Casablanca, Hay Chrifa",casablanca,hay chrifa,900000
Appartement à vendre 119 m² sur 2mars,1606500,"Appartements dans Casablanca, 2 Mars",119,3,1,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_119_m%C2%B2_sur_2mars_57556591.htm,"Casablanca, 2 Mars",casablanca,2 mars,1606500
Duplex familial - 269 m² - Ville verte,4000000,"Appartements dans Bouskoura, Ville verte",184,3,3,https://www.avito.ma/fr/ville_verte/appartements/Duplex_familial___269_m%C2%B2___Ville_verte_57176187.htm,"Bouskoura, Ville verte",bouskoura,ville verte,3280000
Appartement d’Exception au Dernier Étage,4500000,"Appartements dans Casablanca, Racine",236,4,2,https://www.avito.ma/fr/racine/appartements/Appartement_d_Exception_au_Dernier_%C3%89tage_56688438.htm,"Casablanca, Racine",casablanca,racine,3280000
👉 Appartement 64m² à vendre à Azouzia 2 chambres et salon,450000,"Appartements dans Marrakech, Azzouzia",64,2,1,https://www.avito.ma/fr/azzouzia/appartements/___Appartement_64m%C2%B2_%C3%A0_vendre_%C3%A0_Azouzia_2_chambres_et_salon_57838796.htm,"Marrakech, Azzouzia",marrakech,azzouzia,450000
2 Appartements moyen standing à vendre – Benguerir,520000,"Appartements dans Ben Guerir, Toute la ville",92,2,2,https://www.avito.ma/fr/ben_guerir/appartements/2_Appartements_moyen_standing_%C3%A0_vendre___Benguerir_56548870.htm,"Ben Guerir, Toute la ville",ben guerir,toute la ville,520000
Appartement de 50m² à Vendre à Tanger,380000,"Appartements dans Tanger, Aouama Gharbia",50,2,1,https://www.avito.ma/fr/aouama_gharbia/appartements/Appartement_de_50m%C2%B2_%C3%A0_Vendre_%C3%A0_Tanger_53397026.htm,"Tanger, Aouama Gharbia",tangier,aouama gharbia,380000
Studio haut standing meublé à vendre – Mehdia,760000,"Appartements dans Kénitra, Autre secteur",56,1,1,https://www.avito.ma/fr/autre_secteur/appartements/Studio_haut_standing_meubl%C3%A9_%C3%A0_vendre___Mehdia_57320245.htm,"Kénitra, Autre secteur",kénitra,autre secteur,760000
Appartement à vendre à Berrechid,640000,"Appartements dans Berrechid, Toute la ville",120,2,2,https://www.avito.ma/fr/berrechid/appartements/Appartement_%C3%A0_vendre_%C3%A0_Berrechid_57560654.htm,"Berrechid, Toute la ville",berrechid,toute la ville,640000
Appartement moderne à vendre,430000,"Appartements dans Marrakech, Es Saada",60,2,1,https://www.avito.ma/fr/es_saada/appartements/Appartement_moderne_%C3%A0_vendre_57832197.htm,"Marrakech, Es Saada",marrakech,es saada,430000
appartement a vendre,1200000,"Appartements dans Casablanca, Belvédère",106,2,2,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/appartement_a_vendre_57838762.htm,"Casablanca, Belvédère",casablanca,belvédère,1200000
A vendre un appart Duplex meublé avec terrasses,4300000,"Appartements dans Casablanca, Racine",234,3,3,https://www.avito.ma/fr/racine/appartements/A_vendre_un_appart_Duplex_meubl%C3%A9_avec_terrasses_56380562.htm,"Casablanca, Racine",casablanca,racine,3280000
Appartement Titré à vendre à Tanger Aouma,800000,"Appartements dans Tanger, Aouama Gharbia",90,3,1,https://www.avito.ma/fr/aouama_gharbia/appartements/Appartement_Titr%C3%A9_%C3%A0_vendre_%C3%A0_Tanger_Aouma_57838757.htm,"Tanger, Aouama Gharbia",tangier,aouama gharbia,800000
Appartement à vendre 84 m² au centre de Tétouan,800000,"Appartements dans Tétouan, Centre ville",84,2,1,https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_vendre_84_m%C2%B2_au_centre_de_T%C3%A9touan_57838744.htm,"Tétouan, Centre ville",tétouan,centre ville,800000
CMN-AC-1971 - Appartement à vendre à Sidi Maarouf,770000,"Appartements dans Casablanca, Sidi Maarouf",72,2,1,https://www.avito.ma/fr/sidi_maarouf/appartements/CMN_AC_1971___Appartement_%C3%A0_vendre_%C3%A0_Sidi_Maarouf_57245006.htm,"Casablanca, Sidi Maarouf",casablanca,sidi maarouf,770000
Appartement à vendre 116 m² à Martil,750000,"Appartements dans Martil, Toute la ville",116,2,2,https://www.avito.ma/fr/martil/appartements/Appartement_%C3%A0_vendre_116_m%C2%B2_%C3%A0_Martil_56786562.htm,"Martil, Toute la ville",martil,toute la ville,750000
Appartement de luxe avec deux façades à vendre,750000,"Appartements dans Fès, Route d'Immouzere",107,3,2,https://www.avito.ma/fr/route_d_immouzere/appartements/Appartement_de_luxe_avec_deux_fa%C3%A7ades_%C3%A0_vendre_57838710.htm,"Fès, Route d'Immouzere",fès,route d'immouzere,750000
Appartement à vendre 144 m² à 2 Mars Casablanca,1650000,"Appartements dans Casablanca, 2 Mars",144,2,2,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_144_m%C2%B2_%C3%A0_2_Mars_Casablanca_57742925.htm,"Casablanca, 2 Mars",casablanca,2 mars,1650000
"Appartement à vendre, superficie 80 m², 12 m² de garage, Wafaq Tamaris",1200000,"Appartements dans Temara, Wifak",92,2,2,https://www.avito.ma/fr/wifak/appartements/Appartement_%C3%A0_vendre__superficie_80_m%C2%B2__12_m%C2%B2_de_garage__Wafaq_Tamaris_57838676.htm,"Temara, Wifak",temara,wifak,1200000
CMN-MA-2404 - Appartement à vendre à Les princesses,2400000,"Appartements dans Casablanca, Les Princesses",121,3,2,https://www.avito.ma/fr/les_princesses/appartements/CMN_MA_2404___Appartement_%C3%A0_vendre_%C3%A0_Les_princesses_57234386.htm,"Casablanca, Les Princesses",casablanca,les princesses,2400000
"Appartement à vendre devant la nouvelle gare routière, sans intermédiaire",495000,"Appartements dans Tanger, Autre secteur",60,2,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_devant_la_nouvelle_gare_routi%C3%A8re__sans_interm%C3%A9diaire_57308329.htm,"Tanger, Autre secteur",tangier,autre secteur,495000
Appartement à vendre 84/92/94m² à Salé Al Jadida,1092000,"Appartements dans Salé, Sala El Jadida",84,3,2,https://www.avito.ma/fr/sala_el_jadida/appartements/Appartement_%C3%A0_vendre_84_92_94m%C2%B2_%C3%A0_Sal%C3%A9_Al_Jadida_57535043.htm,"Salé, Sala El Jadida",salé,sala el jadida,1092000
Appartement titré à vendre à Martil,830000,"Appartements dans Martil, Toute la ville",68,2,1,https://www.avito.ma/fr/martil/appartements/Appartement_titr%C3%A9_%C3%A0_vendre_%C3%A0_Martil_57838669.htm,"Martil, Toute la ville",martil,toute la ville,830000
Appartement à vendre 80 m² à Ksar el-Kebir,330000,"Appartements dans Ksar el-Kebir, Toute la ville",80,2,2,https://www.avito.ma/fr/ksar_el_kebir/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_Ksar_el_Kebir_57828372.htm,"Ksar el-Kebir, Toute la ville",ksar el-kebir,toute la ville,330000
"Appartement 60m avec balcon, 2ème étage",550000,"Appartements dans Marrakech, Autre secteur",60,2,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_60m_avec_balcon__2%C3%A8me_%C3%A9tage_57715624.htm,"Marrakech, Autre secteur",marrakech,autre secteur,550000
Appartement à vendre 114 m² à Casablanca,1350000,"Appartements dans Casablanca, 2 Mars",114,2,2,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_114_m%C2%B2_%C3%A0_Casablanca_57278196.htm,"Casablanca, 2 Mars",casablanca,2 mars,1350000
CMN-HA-1920 - Appartement à vendre à Oulfa,1092000,"Appartements dans Casablanca, Oulfa",78,2,2,https://www.avito.ma/fr/oulfa/appartements/CMN_HA_1920___Appartement_%C3%A0_vendre_%C3%A0_Oulfa_57324742.htm,"Casablanca, Oulfa",casablanca,oulfa,1092000
Superbe appartement de 90 m² entièrement rénové,1260000,"Appartements dans Casablanca, Nassim",90,2,1,https://www.avito.ma/fr/nassim/appartements/Superbe_appartement_de_90_m%C2%B2_enti%C3%A8rement_r%C3%A9nov%C3%A9_57645554.htm,"Casablanca, Nassim",casablanca,nassim,1260000
appartement vue piscine 2 chambres à CASABAY,1250000,"Appartements dans Sidi Rahal, Toute la ville",87,2,2,https://www.avito.ma/fr/sidi_rahal/appartements/appartement_vue_piscine_2_chambres_%C3%A0_CASABAY_57759302.htm,"Sidi Rahal, Toute la ville",sidi rahal,toute la ville,1250000
Magnifique Studio de 50 m² au cœur de Guéliz,1350000,"Appartements dans Marrakech, Guéliz",50,1,1,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Magnifique_Studio_de_50_m%C2%B2_au_c_ur_de_Gu%C3%A9liz_57634615.htm,"Marrakech, Guéliz",marrakech,guéliz,1350000
Appartement 3 chambres à 2min de Casanearshore,780000,"Appartements dans Casablanca, Sidi Maarouf",70,3,1,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_3_chambres_%C3%A0_2min_de_Casanearshore_57828086.htm,"Casablanca, Sidi Maarouf",casablanca,sidi maarouf,780000
Appartement ensoleillé dans un endroit magnifique près du golf,600000,"Appartements dans Benslimane, Autre secteur",98,2,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_ensoleill%C3%A9_dans_un_endroit_magnifique_pr%C3%A8s_du_golf_57732570.htm,"Benslimane, Autre secteur",benslimane,autre secteur,600000
"Appartement 140 m² à Sidi Bouzid, bien rénové",480000,"Appartements dans El Jadida, Autre secteur",140,2,2,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_140_m%C2%B2_%C3%A0_Sidi_Bouzid__bien_r%C3%A9nov%C3%A9_55546850.htm,"El Jadida, Autre secteur",el jadida,autre secteur,480000
Appartement à vendre 117 m² à Rabat,3200000,"Appartements dans Rabat, Hay Riad",117,3,2,https://www.avito.ma/fr/hay_riad/appartements/Appartement_%C3%A0_vendre_117_m%C2%B2_%C3%A0_Rabat_57838535.htm,"Rabat, Hay Riad",rabat,hay riad,3200000
175015-Vente Appt à Bouskoura Bouskoura de 80 m²,900000,Appartements dans Bouskoura,80,2,2,https://www.avito.ma/fr/bouskoura/appartements/175015_Vente_Appt_%C3%A0_Bouskoura_Bouskoura_de_80_m%C2%B2_57651971.htm,Bouskoura,bouskoura,,900000
Appartement à vendre 62 m² à Ksar el-Kebir,350000,"Appartements dans Ksar el-Kebir, Toute la ville",62,2,2,https://www.avito.ma/fr/ksar_el_kebir/appartements/Appartement_%C3%A0_vendre_62_m%C2%B2_%C3%A0_Ksar_el_Kebir_57838539.htm,"Ksar el-Kebir, Toute la ville",ksar el-kebir,toute la ville,350000
Appartement à vendre 50 m² à Tanger,380000,"Appartements dans Tanger, Mghogha",50,2,1,https://www.avito.ma/fr/mghogha/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Tanger_53451108.htm,"Tanger, Mghogha",tangier,mghogha,380000
Appartement à proximité de la gare routière,380000,"Appartements dans Tanger, Autre secteur",50,2,1,https://www.avito.ma/fr/autre_secteur/appartements/Vente_Appartement_%C3%A0_proximit%C3%A9_de_la_gare_routi%C3%A8re_53297845.htm,"Tanger, Autre secteur",tangier,autre secteur,380000
Appart 78m A Mazola Proche CFC,1050000,"Appartements dans Casablanca, Oulfa",78,2,2,https://www.avito.ma/fr/oulfa/appartements/Appart_78m_A_Mazola_Proche_CFC_57742070.htm,"Casablanca, Oulfa",casablanca,oulfa,1050000
Appartement de standing à vendre à Marrakech,1500000,"Appartements dans Marrakech, Semlalia",89,2,2,https://www.avito.ma/fr/semlalia/appartements/Appartement_de_standing_%C3%A0_vendre_%C3%A0_Marrakech_57813976.htm,"Marrakech, Semlalia",marrakech,semlalia,1500000
Appartement 3 chambres ascenseur syndic sur le boulevard,1950000,"Appartements dans Tanger, Centre ville",150,3,2,https://www.avito.ma/fr/centre_ville/appartements/Appartement_3_chambres_ascenseur_syndic_sur_le_boulevard_57838530.htm,"Tanger, Centre ville",tangier,centre ville,1950000
vendre un bel appartement,950000,"Appartements dans Casablanca, Belvédère",105,2,2,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/%C3%80_vendre_un_bel_appartement_56460277.htm,"Casablanca, Belvédère",casablanca,belvédère,950000
CMN-MA-1139 - Appartement à vendre à Val Fleurie,1800000,"Appartements dans Casablanca, Val Fleuri",129,2,2,https://www.avito.ma/fr/val_fleuri/appartements/CMN_MA_1139___Appartement_%C3%A0_vendre_%C3%A0_Val_Fleurie_57319442.htm,"Casablanca, Val Fleuri",casablanca,val fleuri,1800000
PROJET NEUF DE HAUT STANDING PRÈS DE LA PALMERAIE,960000,"Appartements dans Marrakech, Route de Casablanca",60,1,1,https://www.avito.ma/fr/route_de_casablanca/appartements/PROJET_NEUF_DE_HAUT_STANDING_PR%C3%88S_DE_LA_PALMERAIE_57507349.htm,"Marrakech, Route de Casablanca",marrakech,route de casablanca,960000
28. Confort et Qualité Ain Sebaa,950000,"Appartements dans Casablanca, Ain Sebaa",78,2,2,https://www.avito.ma/fr/ain_sebaa/appartements/28__Confort_et_Qualit%C3%A9_Ain_Sebaa_57120970.htm,"Casablanca, Ain Sebaa",casablanca,ain sebaa,950000
Nouveaux appartement à vendre de 50 m² à Tanger,380000,"Appartements dans Tanger, Aouama Gharbia",50,2,1,https://www.avito.ma/fr/aouama_gharbia/appartements/Nouveaux_appartement_%C3%A0_vendre_de_50_m%C2%B2_%C3%A0_Tanger_53330018.htm,"Tanger, Aouama Gharbia",tangier,aouama gharbia,380000
Appartement socoma 85 m² quartier pièces,750000,"Appartements dans Marrakech, Autre secteur",85,3,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_socoma_85_m%C2%B2_quartier_pi%C3%A8ces_56266239.htm,"Marrakech, Autre secteur",marrakech,autre secteur,750000
Appartement à vendre 75 m² à Marrakech,720000,"Appartements dans Marrakech, Autre secteur",75,2,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_75_m%C2%B2_%C3%A0_Marrakech_55643174.htm,"Marrakech, Autre secteur",marrakech,autre secteur,720000
Appartement à vendre à hay Salam Agadir,580000,"Appartements dans Agadir, Hay Salam",50,2,1,https://www.avito.ma/fr/hay_salam/appartements/Appartement_%C3%A0_vendre_%C3%A0_hay_Salam_Agadir_57763122.htm,"Agadir, Hay Salam",agadir,hay salam,580000
Appartement neuf 70m,560000,"Appartements dans Marrakech, Autre secteur",70,3,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_neuf_70m_56211723.htm,"Marrakech, Autre secteur",marrakech,autre secteur,560000
43. Opportunité Logement Ain Sebaa,950000,"Appartements dans Casablanca, Ain Sebaa",78,2,2,https://www.avito.ma/fr/ain_sebaa/appartements/43__Opportunit%C3%A9_Logement_Ain_Sebaa_57121468.htm,"Casablanca, Ain Sebaa",casablanca,ain sebaa,950000
Très jolie appartement 88 mètres à Sala al Jadida,1200000,"Appartements dans Salé, Sala El Jadida",88,3,2,https://www.avito.ma/fr/sala_el_jadida/appartements/Tr%C3%A8s_jolie_appartement_88_m%C3%A8tres_%C3%A0_Sala_al_Jadida_57416683.htm,"Salé, Sala El Jadida",salé,sala el jadida,1200000
Appartement à vendre 60 m² 1balcon,470000,"Appartements dans Marrakech, Autre secteur",60,2,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_1balcon_56240441.htm,"Marrakech, Autre secteur",marrakech,autre secteur,470000
"Appartement 56 m², ascenseur, syndic, 5 minutes de Malabata",550000,"Appartements dans Tanger, Tanja Balia",56,2,1,https://www.avito.ma/fr/tanja_balia/appartements/Appartement_56_m%C2%B2__ascenseur__syndic__5_minutes_de_Malabata_57838479.htm,"Tanger, Tanja Balia",tangier,tanja balia,550000
Joli appartement à vendre Abwab Marrakech,310000,"Appartements dans Marrakech, Les Portes de Marrakech",57,2,1,https://www.avito.ma/fr/les_portes_de_marrakech/appartements/Joli_appartement_%C3%A0_vendre_Abwab_Marrakech_57634279.htm,"Marrakech, Les Portes de Marrakech",marrakech,les portes de marrakech,310000
Appartement 2ème étage Mhamid 9,400000,"Appartements dans Marrakech, M'Hamid",65,2,2,https://www.avito.ma/fr/m_hamid/appartements/Appartement_2%C3%A8me_%C3%A9tage_Mhamid_9_57248351.htm,"Marrakech, M'Hamid",marrakech,m'hamid,400000
Bel Appartement à vendre 80 m² à Oujda 700000,700000,"Appartements dans Oujda, Autre secteur",80,2,1,https://www.avito.ma/fr/autre_secteur/appartements/Bel_Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_Oujda_700000_56652814.htm,"Oujda, Autre secteur",oujda,autre secteur,700000
Appartement 3 chambres à vendre,1090000,"Appartements dans Kénitra, Mimosas",120,3,2,https://www.avito.ma/fr/mimosas/appartements/Appartement_3_chambres_%C3%A0_vendre_57667536.htm,"Kénitra, Mimosas",kénitra,mimosas,1090000
Appartement neuf haut standing,650000,"Appartements dans Dar Bouazza, Toute la ville",66,2,2,https://www.avito.ma/fr/dar_bouazza/appartements/Appartement_neuf_haut_standing_56888994.htm,"Dar Bouazza, Toute la ville",dar bouazza,toute la ville,650000
Appartement à vendre 56 m² à Casablanca,440000,"Appartements dans Casablanca, Sidi Moumen",56,2,1,https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_vendre_56_m%C2%B2_%C3%A0_Casablanca_57803487.htm,"Casablanca, Sidi Moumen",casablanca,sidi moumen,440000
Appartement 3 chambres 80 mètres ascenseur syndic 5 minutes Malabata,750000,"Appartements dans Tanger, Tanja Balia",80,3,1,https://www.avito.ma/fr/tanja_balia/appartements/Appartement_3_chambres_80_m%C3%A8tres_ascenseur_syndic_5_minutes_Malabata_57838469.htm,"Tanger, Tanja Balia",tangier,tanja balia,750000
Appartement à vendre 126 m² Tafraoute à Marrakech,2583000,"Appartements dans Marrakech, Hivernage",126,3,1,https://www.avito.ma/fr/hivernage/appartements/Appartement_%C3%A0_vendre_126_m%C2%B2_Tafraoute_%C3%A0_Marrakech_57551501.htm,"Marrakech, Hivernage",marrakech,hivernage,2583000
Studio 47m Maarif Proche Twin Center,1080000,"Appartements dans Casablanca, Maarif",47,1,1,https://www.avito.ma/fr/maarif/appartements/Studio_47m_Maarif_Proche_Twin_Center_57508882.htm,"Casablanca, Maarif",casablanca,maarif,1080000
Superbe studio au Quartier du Parc,830000,"Appartements dans Mohammedia, Quartier du Parc",65,1,1,https://www.avito.ma/fr/quartier_du_parc/appartements/Superbe_studio_au_Quartier_du_Parc_57191208.htm,"Mohammedia, Quartier du Parc",mohammedia,quartier du parc,830000
Appartement à vendre sur Hay Riad,4300000,"Appartements dans Rabat, Hay Riad",210,3,3,https://www.avito.ma/fr/hay_riad/appartements/Appartement_%C3%A0_vendre_sur_Hay_Riad_57760408.htm,"Rabat, Hay Riad",rabat,hay riad,3280000
Studio à vendre 52 m² à Californie,1100000,"Appartements dans Casablanca, Californie",58,1,1,https://www.avito.ma/fr/californie/appartements/Studio_%C3%A0_vendre_52_m%C2%B2_%C3%A0_Californie_56564882.htm,"Casablanca, Californie",casablanca,californie,1100000
Appartement 117m² à Les Princesses,1430000,"Appartements dans Casablanca, Les Princesses",117,2,2,https://www.avito.ma/fr/les_princesses/appartements/Appartement_117m%C2%B2_%C3%A0_Les_Princesses_57770344.htm,"Casablanca, Les Princesses",casablanca,les princesses,1430000
Rare Opportunité 478 m² en Vente au Cœur de Tanger,7400000,"Appartements dans Tanger, Mozart",478,5,4,https://www.avito.ma/fr/mozart/appartements/Rare_Opportunit%C3%A9_478_m%C2%B2_en_Vente_au_C_ur_de_Tanger_56965712.htm,"Tanger, Mozart",tangier,mozart,3280000
Appartement À Vendre Aux derniers etages Vue Mer,2925000,"Appartements dans Mohammedia, Centre Ville",117,2,2,https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%80_Vendre_Aux_derniers_etages_Vue_Mer_57834631.htm,"Mohammedia, Centre Ville",mohammedia,centre ville,2925000
Appartement meublé piscine Haut standing,1200000,"Appartements dans Marrakech, Mabrouka",70,2,2,https://www.avito.ma/fr/mabrouka/appartements/Appartement_meubl%C3%A9_piscine_Haut_standing_57415945.htm,"Marrakech, Mabrouka",marrakech,mabrouka,1200000
Appartement à rénover avec fort potentiel - Maarif,1350000,"Appartements dans Casablanca, Maarif",85,2,1,https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_r%C3%A9nover_avec_fort_potentiel___Maarif_57701910.htm,"Casablanca, Maarif",casablanca,maarif,1350000
Appartement à vendre 172 m² à Hay Riad,3400000,"Appartements dans Rabat, Hay Riad",172,3,3,https://www.avito.ma/fr/hay_riad/appartements/Appartement_%C3%A0_vendre_172_m%C2%B2_%C3%A0_Hay_Riad_57774244.htm,"Rabat, Hay Riad",rabat,hay riad,3280000
Appartement R+2 Cipari // Hay Mstar,1120000,"Appartements dans El Jadida, Autre secteur",135,3,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_R_2_Cipari____Hay_Mstar_57692894.htm,"El Jadida, Autre secteur",el jadida,autre secteur,1120000
Appart 96 m2 Mandarona à côté Bd Al qods,960000,"Appartements dans Casablanca, Aïn Chock",95,2,1,https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appart_96_m2_Mandarona_%C3%A0_c%C3%B4t%C3%A9_Bd_Al_qods_56368025.htm,"Casablanca, Aïn Chock",casablanca,aïn chock,960000
Appartement à vendre 131 m² à Marrakech,1800000,"Appartements dans Marrakech, Route de Casablanca",131,3,2,https://www.avito.ma/fr/route_de_casablanca/appartements/Appartement_%C3%A0_vendre_131_m%C2%B2_%C3%A0_Marrakech_54926500.htm,"Marrakech, Route de Casablanca",marrakech,route de casablanca,1800000
Appartement à vendre,1200000,"Appartements dans Casablanca, Belvédère",106,2,2,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Appartement_%C3%A0_vendre_57838444.htm,"Casablanca, Belvédère",casablanca,belvédère,1200000
Appartements à vendre Al Firdaws,260000,"Appartements dans Ain Aouda, Toute la ville",56,2,1,https://www.avito.ma/fr/ain_aouda/appartements/Appartements_%C3%A0_vendre_Al_Firdaws_57753624.htm,"Ain Aouda, Toute la ville",ain aouda,toute la ville,260000
Appart Duplex 250m A Résidence Andalousia,3000000,"Appartements dans Casablanca, Val Fleuri",250,4,3,https://www.avito.ma/fr/val_fleuri/appartements/Appart_Duplex_250m_A_R%C3%A9sidence_Andalousia_57257701.htm,"Casablanca, Val Fleuri",casablanca,val fleuri,3000000
RBA-YA-1053 - Appartement à vendre à Hay El Menzah,2100000,"Appartements dans Rabat, Autre secteur",150,3,2,https://www.avito.ma/fr/autre_secteur/appartements/RBA_YA_1053___Appartement_%C3%A0_vendre_%C3%A0_Hay_El_Menzah_56835389.htm,"Rabat, Autre secteur",rabat,autre secteur,2100000
Appartement à vendre 150 m² à Rabat,1650000,"Appartements dans Rabat, Agdal",130,3,1,https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_150_m%C2%B2_%C3%A0_Rabat_56069224.htm,"Rabat, Agdal",rabat,agdal,1650000
Appartement neuf Daam Sakane // Hay Salam,560000,"Appartements dans El Jadida, Autre secteur",70,3,2,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_neuf_Daam_Sakane____Hay_Salam_57809052.htm,"El Jadida, Autre secteur",el jadida,autre secteur,560000
Appartement à vendre 253 m² à Casablanca,4350000,"Appartements dans Casablanca, Gauthier",267,4,4,https://www.avito.ma/fr/gauthier/appartements/Appartement_%C3%A0_vendre_253_m%C2%B2_%C3%A0_Casablanca_57248573.htm,"Casablanca, Gauthier",casablanca,gauthier,3280000
vendre – Appartement haut standing à Bir Rami,790000,"Appartements dans Kénitra, Bir Rami",85,2,2,https://www.avito.ma/fr/bir_rami/appartements/%C3%80_vendre___Appartement_haut_standing_%C3%A0_Bir_Rami_49131411.htm,"Kénitra, Bir Rami",kénitra,bir rami,790000
APPARTEMENT À VENDRE AU CŒUR DE GUELIZ,1500000,"Appartements dans Marrakech, Hivernage",150,2,2,https://www.avito.ma/fr/hivernage/appartements/APPARTEMENT_%C3%80_VENDRE_AU_C_UR_DE_GUELIZ_57713078.htm,"Marrakech, Hivernage",marrakech,hivernage,1500000
Appartement à vendre 118 m² à Casablanca,1750000,"Appartements dans Casablanca, Val Fleuri",118,2,1,https://www.avito.ma/fr/val_fleuri/appartements/Appartement_%C3%A0_vendre_118_m%C2%B2_%C3%A0_Casablanca_57775545.htm,"Casablanca, Val Fleuri",casablanca,val fleuri,1750000
Appartement à vendre 97 m² à Casablanca,1550000,"Appartements dans Casablanca, Val Fleuri",97,1,1,https://www.avito.ma/fr/val_fleuri/appartements/Appartement_%C3%A0_vendre_97_m%C2%B2_%C3%A0_Casablanca_57583411.htm,"Casablanca, Val Fleuri",casablanca,val fleuri,1550000
Appart 131m2 a vendre,2300000,"Appartements dans Rabat, Agdal",131,3,2,https://www.avito.ma/fr/agdal/appartements/Appart_131m2_a_vendre_57519520.htm,"Rabat, Agdal",rabat,agdal,2300000
Appartement à vendre 100 m² à Fès,520000,"Appartements dans Fès, Tghat",100,3,2,https://www.avito.ma/fr/tghat/appartements/Appartement_%C3%A0_vendre_100_m%C2%B2_%C3%A0_F%C3%A8s_55542483.htm,"Fès, Tghat",fès,tghat,520000
Studios & Appartements à partir de 65 Millions,650000,"Appartements dans Casablanca, Ain Sebaa",127,2,2,https://www.avito.ma/fr/ain_sebaa/appartements/Studios___Appartements_%C3%A0_partir_de_65_Millions_57558667.htm,"Casablanca, Ain Sebaa",casablanca,ain sebaa,650000
Appartement 170m A Ville Vert Bouskoura,3600000,"Appartements dans Bouskoura, Ville verte",170,3,2,https://www.avito.ma/fr/ville_verte/appartements/Appartement_170m_A_Ville_Vert_Bouskoura_57652771.htm,"Bouskoura, Ville verte",bouskoura,ville verte,3280000
Appartement Haut Standing Wifak,1250000,"Appartements dans Temara, Wifak",102,2,2,https://www.avito.ma/fr/wifak/appartements/Appartement_Haut_Standing_Wifak_57630734.htm,"Temara, Wifak",temara,wifak,1250000
Superbe Appartement de 90m² - 880000dhs,880000,"Appartements dans Casablanca, Roches Noires",90,2,2,https://www.avito.ma/fr/roches_noires/appartements/Superbe_Appartement_de_90m%C2%B2___880000dhs_57596390.htm,"Casablanca, Roches Noires",casablanca,roches noires,880000
Appartements 118m Haut Standing Maarif Ex,1750000,"Appartements dans Casablanca, Maarif",118,3,2,https://www.avito.ma/fr/maarif/appartements/Appartements_118m_Haut_Standing_Maarif_Ex_57320392.htm,"Casablanca, Maarif",casablanca,maarif,1750000
Projet neuf – Studios Haut Standing à 5 min de CFC,770000,"Appartements dans Casablanca, Casablanca Finance City",50,1,1,https://www.avito.ma/fr/casablanca_finance_city/appartements/Projet_neuf___Studios_Haut_Standing_%C3%A0_5_min_de_CFC_57745124.htm,"Casablanca, Casablanca Finance City",casablanca,casablanca finance city,770000
CMN-ME-1691 - Appartement à vendre à 2 Mars,2100000,"Appartements dans Casablanca, 2 Mars",156,3,2,https://www.avito.ma/fr/2_mars/appartements/CMN_ME_1691___Appartement_%C3%A0_vendre_%C3%A0_2_Mars_57340227.htm,"Casablanca, 2 Mars",casablanca,2 mars,2100000
